@RELATION CharacterFilter

@ATTRIBUTE init         string
@ATTRIBUTE alternate    string
@ATTRIBUTE result 	{0, 1}

@DATA
'Fox News Fires a Key Player in Its Election Night Coverage','q',0
'Fox News Fires q Key Player in Its Election Night Coverage','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','i',0
'Fox News Fires i Key Player in Its Election Night Coverage','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','b',0
'Fox News Fires b Key Player in Its Election Night Coverage','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','0',0
'Fox News Fires a0Key Player in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','"',0
'Fox News Fires a"Key Player in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','!',0
'Fox News Fires a!Key Player in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','k',0
'Fox News Fires a key Player in Its Election Night Coverage','K',1
'Fox News Fires a Key Player in Its Election Night Coverage','S',0
'Fox News Fires a Sey Player in Its Election Night Coverage','K',1
'Fox News Fires a Key Player in Its Election Night Coverage','O',0
'Fox News Fires a Oey Player in Its Election Night Coverage','K',1
'Fox News Fires a Key Player in Its Election Night Coverage','L',0
'Fox News Fires a Ley Player in Its Election Night Coverage','K',1
'Fox News Fires a Key Player in Its Election Night Coverage','u',0
'Fox News Fires a Kuy Player in Its Election Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','m',0
'Fox News Fires a Kmy Player in Its Election Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','f',0
'Fox News Fires a Kfy Player in Its Election Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','z',0
'Fox News Fires a Kez Player in Its Election Night Coverage','y',1
'Fox News Fires a Key Player in Its Election Night Coverage','0',0
'Fox News Fires a Key0Player in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','"',0
'Fox News Fires a Key"Player in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','!',0
'Fox News Fires a Key!Player in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','p',0
'Fox News Fires a Key player in Its Election Night Coverage','P',1
'Fox News Fires a Key Player in Its Election Night Coverage','T',0
'Fox News Fires a Key Tlayer in Its Election Night Coverage','P',1
'Fox News Fires a Key Player in Its Election Night Coverage','Q',0
'Fox News Fires a Key Qlayer in Its Election Night Coverage','P',1
'Fox News Fires a Key Player in Its Election Night Coverage','t',0
'Fox News Fires a Key Ptayer in Its Election Night Coverage','l',1
'Fox News Fires a Key Player in Its Election Night Coverage','m',0
'Fox News Fires a Key Pmayer in Its Election Night Coverage','l',1
'Fox News Fires a Key Player in Its Election Night Coverage','q',0
'Fox News Fires a Key Plqyer in Its Election Night Coverage','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','i',0
'Fox News Fires a Key Pliyer in Its Election Night Coverage','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','b',0
'Fox News Fires a Key Plbyer in Its Election Night Coverage','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','z',0
'Fox News Fires a Key Plazer in Its Election Night Coverage','y',1
'Fox News Fires a Key Player in Its Election Night Coverage','u',0
'Fox News Fires a Key Playur in Its Election Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','m',0
'Fox News Fires a Key Playmr in Its Election Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','f',0
'Fox News Fires a Key Playfr in Its Election Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','s',0
'Fox News Fires a Key Playes in Its Election Night Coverage','r',1
'Fox News Fires a Key Player in Its Election Night Coverage','0',0
'Fox News Fires a Key Player0in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','"',0
'Fox News Fires a Key Player"in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','!',0
'Fox News Fires a Key Player!in Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','q',0
'Fox News Fires a Key Player qn Its Election Night Coverage','i',1
'Fox News Fires a Key Player in Its Election Night Coverage','j',0
'Fox News Fires a Key Player jn Its Election Night Coverage','i',1
'Fox News Fires a Key Player in Its Election Night Coverage','v',0
'Fox News Fires a Key Player iv Its Election Night Coverage','n',1
'Fox News Fires a Key Player in Its Election Night Coverage','o',0
'Fox News Fires a Key Player io Its Election Night Coverage','n',1
'Fox News Fires a Key Player in Its Election Night Coverage','0',0
'Fox News Fires a Key Player in0Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','"',0
'Fox News Fires a Key Player in"Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','!',0
'Fox News Fires a Key Player in!Its Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','i',0
'Fox News Fires a Key Player in its Election Night Coverage','I',1
'Fox News Fires a Key Player in Its Election Night Coverage','Q',0
'Fox News Fires a Key Player in Qts Election Night Coverage','I',1
'Fox News Fires a Key Player in Its Election Night Coverage','M',0
'Fox News Fires a Key Player in Mts Election Night Coverage','I',1
'Fox News Fires a Key Player in Its Election Night Coverage','J',0
'Fox News Fires a Key Player in Jts Election Night Coverage','I',1
'Fox News Fires a Key Player in Its Election Night Coverage','u',0
'Fox News Fires a Key Player in Ius Election Night Coverage','t',1
'Fox News Fires a Key Player in Its Election Night Coverage','t',0
'Fox News Fires a Key Player in Itt Election Night Coverage','s',1
'Fox News Fires a Key Player in Its Election Night Coverage','0',0
'Fox News Fires a Key Player in Its0Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','"',0
'Fox News Fires a Key Player in Its"Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','!',0
'Fox News Fires a Key Player in Its!Election Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','U',0
'Fox News Fires a Key Player in Its Ulection Night Coverage','E',1
'Fox News Fires a Key Player in Its Election Night Coverage','M',0
'Fox News Fires a Key Player in Its Mlection Night Coverage','E',1
'Fox News Fires a Key Player in Its Election Night Coverage','I',0
'Fox News Fires a Key Player in Its Ilection Night Coverage','E',1
'Fox News Fires a Key Player in Its Election Night Coverage','F',0
'Fox News Fires a Key Player in Its Flection Night Coverage','E',1
'Fox News Fires a Key Player in Its Election Night Coverage','t',0
'Fox News Fires a Key Player in Its Etection Night Coverage','l',1
'Fox News Fires a Key Player in Its Election Night Coverage','m',0
'Fox News Fires a Key Player in Its Emection Night Coverage','l',1
'Fox News Fires a Key Player in Its Election Night Coverage','u',0
'Fox News Fires a Key Player in Its Eluction Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','m',0
'Fox News Fires a Key Player in Its Elmction Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','f',0
'Fox News Fires a Key Player in Its Elfction Night Coverage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','s',0
'Fox News Fires a Key Player in Its Elestion Night Coverage','c',1
'Fox News Fires a Key Player in Its Election Night Coverage','k',0
'Fox News Fires a Key Player in Its Elektion Night Coverage','c',1
'Fox News Fires a Key Player in Its Election Night Coverage','d',0
'Fox News Fires a Key Player in Its Eledtion Night Coverage','c',1
'Fox News Fires a Key Player in Its Election Night Coverage','u',0
'Fox News Fires a Key Player in Its Elecuion Night Coverage','t',1
'Fox News Fires a Key Player in Its Election Night Coverage','q',0
'Fox News Fires a Key Player in Its Electqon Night Coverage','i',1
'Fox News Fires a Key Player in Its Election Night Coverage','j',0
'Fox News Fires a Key Player in Its Electjon Night Coverage','i',1
'Fox News Fires a Key Player in Its Election Night Coverage','w',0
'Fox News Fires a Key Player in Its Electiwn Night Coverage','o',1
'Fox News Fires a Key Player in Its Election Night Coverage','p',0
'Fox News Fires a Key Player in Its Electipn Night Coverage','o',1
'Fox News Fires a Key Player in Its Election Night Coverage','v',0
'Fox News Fires a Key Player in Its Electiov Night Coverage','n',1
'Fox News Fires a Key Player in Its Election Night Coverage','o',0
'Fox News Fires a Key Player in Its Electioo Night Coverage','n',1
'Fox News Fires a Key Player in Its Election Night Coverage','0',0
'Fox News Fires a Key Player in Its Election0Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','"',0
'Fox News Fires a Key Player in Its Election"Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','!',0
'Fox News Fires a Key Player in Its Election!Night Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','V',0
'Fox News Fires a Key Player in Its Election Vight Coverage','N',1
'Fox News Fires a Key Player in Its Election Night Coverage','R',0
'Fox News Fires a Key Player in Its Election Right Coverage','N',1
'Fox News Fires a Key Player in Its Election Night Coverage','O',0
'Fox News Fires a Key Player in Its Election Oight Coverage','N',1
'Fox News Fires a Key Player in Its Election Night Coverage','q',0
'Fox News Fires a Key Player in Its Election Nqght Coverage','i',1
'Fox News Fires a Key Player in Its Election Night Coverage','j',0
'Fox News Fires a Key Player in Its Election Njght Coverage','i',1
'Fox News Fires a Key Player in Its Election Night Coverage','w',0
'Fox News Fires a Key Player in Its Election Niwht Coverage','g',1
'Fox News Fires a Key Player in Its Election Night Coverage','o',0
'Fox News Fires a Key Player in Its Election Nioht Coverage','g',1
'Fox News Fires a Key Player in Its Election Night Coverage','h',0
'Fox News Fires a Key Player in Its Election Nihht Coverage','g',1
'Fox News Fires a Key Player in Its Election Night Coverage','p',0
'Fox News Fires a Key Player in Its Election Nigpt Coverage','h',1
'Fox News Fires a Key Player in Its Election Night Coverage','i',0
'Fox News Fires a Key Player in Its Election Nigit Coverage','h',1
'Fox News Fires a Key Player in Its Election Night Coverage','u',0
'Fox News Fires a Key Player in Its Election Nighu Coverage','t',1
'Fox News Fires a Key Player in Its Election Night Coverage','0',0
'Fox News Fires a Key Player in Its Election Night0Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','"',0
'Fox News Fires a Key Player in Its Election Night"Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','!',0
'Fox News Fires a Key Player in Its Election Night!Coverage',' ',1
'Fox News Fires a Key Player in Its Election Night Coverage','c',0
'Fox News Fires a Key Player in Its Election Night coverage','C',1
'Fox News Fires a Key Player in Its Election Night Coverage','S',0
'Fox News Fires a Key Player in Its Election Night Soverage','C',1
'Fox News Fires a Key Player in Its Election Night Coverage','K',0
'Fox News Fires a Key Player in Its Election Night Koverage','C',1
'Fox News Fires a Key Player in Its Election Night Coverage','G',0
'Fox News Fires a Key Player in Its Election Night Goverage','C',1
'Fox News Fires a Key Player in Its Election Night Coverage','D',0
'Fox News Fires a Key Player in Its Election Night Doverage','C',1
'Fox News Fires a Key Player in Its Election Night Coverage','w',0
'Fox News Fires a Key Player in Its Election Night Cwverage','o',1
'Fox News Fires a Key Player in Its Election Night Coverage','p',0
'Fox News Fires a Key Player in Its Election Night Cpverage','o',1
'Fox News Fires a Key Player in Its Election Night Coverage','w',0
'Fox News Fires a Key Player in Its Election Night Cowerage','v',1
'Fox News Fires a Key Player in Its Election Night Coverage','u',0
'Fox News Fires a Key Player in Its Election Night Covurage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','m',0
'Fox News Fires a Key Player in Its Election Night Covmrage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','f',0
'Fox News Fires a Key Player in Its Election Night Covfrage','e',1
'Fox News Fires a Key Player in Its Election Night Coverage','s',0
'Fox News Fires a Key Player in Its Election Night Covesage','r',1
'Fox News Fires a Key Player in Its Election Night Coverage','q',0
'Fox News Fires a Key Player in Its Election Night Coverqge','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','i',0
'Fox News Fires a Key Player in Its Election Night Coverige','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','b',0
'Fox News Fires a Key Player in Its Election Night Coverbge','a',1
'Fox News Fires a Key Player in Its Election Night Coverage','w',0
'Fox News Fires a Key Player in Its Election Night Coverawe','g',1
'Fox News Fires a Key Player in Its Election Night Coverage','o',0
